user_id	item_sequence
507	2116 5076 538 6124 9191
508	7776 7821 9755 9034 8227 10452
509	3870 4992 8823 9580 10327
510	7957 9882 10527 10557 10441 11709 11857
511	7064 8589 5180 6726 4218 10286
512	8818 5433 9382 552 232
513	8520 2379 2099 3187 2547
514	1043 1483 1508 1771 5954
515	8517 8598 8634 8635 8706 8743 6287 6370 8325 8601 8697 8705 8707 8857 8896 4857 5265 5453 5630 5632 7015 7125 8595 8599 8699 8704 9646 1879 5635 5646 5920 6292 6660 7607 8091 8701 5243 5566 8600 8700 10121 10122 10205 10207 10242 10243 10246 10284 5636 8107
516	4045 5819 3130 2003 5818
517	9976 7531 6716 7735 9368
518	5426 7797 8085 8819 7933
519	2341 3801 2113 4039 9003
520	9105 3274 5799 8015 3141 8728 8617 3563 4126 6059 7018 7265 11398
521	1267 9815 1879 4954 5821 4270 4276 4795 5248 3438 10186 4741 4377 3482 3298 4525 4740 5193 5270 6995 8195 9633 10711
522	8020 1810 2080 6008 7752 5925 6191 7418 9450 11136 4180 11313 598 11306
523	770 1329 10403 1062 9450 1674 9664 10087
524	7424 548 5211 5918 7731 10584 11121
525	574 2341 5050 1592 8176
526	6099 3180 544 8646 10576 2298 10860
527	920 3649 7476 4598 11387
528	5374 7800 2366 2769 4340 6874 1029
529	6831 6839 8298 11034 95 1293
530	4366 4685 6383 7278 2055 5717 9300 3096 3389
531	4414 6381 8032 4114 8237
532	6252 6458 6459 6484 7614
533	7531 8149 8647 9368 10162 10631
534	1338 8533 999 4671 6564
535	4184 6401 6412 6785 7551 7893 8489 8493 6504
536	3069 1648 1405 4812 10291
537	1779 1235 1237 2876 2217 3130
538	8635 3492 882 10210 9856 3425 9766 10018
539	2351 1108 2160 3126 11482 3325 11558 11486
540	258 2958 76 201 3113 7028 9164
541	6242 7345 6465 7408 8244 9352 6232 9365 7407
542	6072 8549 3221 434 2170 5821 6324 8550 10339 1201 1272 2984 7265 7330
543	9508 9531 11513 8758 11887 2108 6992 11525 11966
544	3158 1669 5266 2243 7133
545	8385 9294 5039 8645 7759
546	948 2806 6714 5474 2802 5245 2028 2031 2040 2293 2134 7651 9529 8941 3928 8072 1473
547	1684 2882 403 6092 5354
548	4785 1489 5428 7723 7116 6225 4948
549	6150 3840 7829 7032 4003 6529 998 8823
550	7358 11303 9440 1674 8037 10813 765
551	6840 848 3902 9122 10608 11113
552	10488 2989 2703 3616 10311
553	779 8657 10505 10302 4041 6997 10695 9159 11777 11728 3865 11930 11613
554	5535 5539 6869 7074 9884 9882 2111 5782 10762 10983 10815 11373 11663
555	2593 1339 4391 4421 10298
556	6848 2471 8299 11048 3855 10710 11050 11373 11002 10904 11055 8043 11652 11877 11878 10794 12015 12003
557	2068 1110 1793 4184 4995
558	768 2365 4927 5345 4045 6011
559	7531 7712 10162 8506 1529 10358 11150
560	8729 9591 9251 3711 11763
561	4112 4570 1052 848 10608 7764 7074 7294
562	1561 6840 7315 10055 10398 3825
563	2573 7350 6100 4915 6353 9194 9195 91 4165 8535 7453 363 3108
564	400 402 6580 5692 10175
565	7977 9537 9113 1730 4126 5798
566	714 2558 342 2025 2644
567	6026 7468 5411 6189 1669 6028 581 7649 10488 10478 6840 7652 2718 10425 9425
568	29 51 52 95 97 11051
569	5628 1842 5446 137 2745 11571
570	5867 7019 6840 6810 9977
571	2781 2827 2986 9766 8379 6297
572	2721 1402 2880 2582 5922 4956 8021 11594
573	4457 4472 6078 7598 7586 9337 9487 7653 7651 4076 7531 8192 5472 6609 9488 5336 6843 7591 8985 2986 5574 6984 9368 544 1213 6754 9701 11062 8973 11253
574	6797 8123 8124 8635 8720 5318 8935 9018
575	5848 9360 9598 4027 9860
576	4213 4908 5097 8323 8776 8123 9989 10928 5429 10198 10787 6972 6983
577	8150 8632 9454 8614 9034 5097 9711 9042 10110 9204 4036 3085
578	9265 2235 8726 3700 9287 10752 8386 11215 11219 11383 11810 11699 11618 11849 11564 11911
579	2997 10381 2517 70 10575 5621 11482
580	11639 11642 10441 11601 11496 11689 11314 11664 11690 11789 11608 11931 11252 11961 11962 11963 11935 11609 11735 11981 11998 12031 11687 11738 12008 12059
581	111 726 3050 6003 2366
582	497 9460 498 5846 1360
583	1351 2318 4558 10233 2170
584	1518 1665 4502 5681 6191
585	1720 2424 6724 6760 166 6041 6101 10959
586	506 10635 1611 4505 9786
587	3636 3559 4150 4652 6296 6432 6848 1622 8729 8726 10168
588	3657 3878 4152 4051 6113 5535 9459 10699 10694 10807 3713 10695 10598 9712 11773 11778
589	1771 2091 2240 5954 2242 5411 7227
590	2209 1853 28 2083 2091 3065
591	10916 6140 11229 11776 11564 11651 11806 11857 11945 11568 11624 11626
592	1188 1349 9613 11229 8977 11770 11758 11829
593	11394 11999 11259 11279 11993 12013 12031 12063 12074 12096
594	9346 11537 11605 11970 11524 11679 11424 11717
595	7852 7975 9907 70 8008
596	2304 3815 9075 2508 4886
597	11685 11873 11938 11657 11739 11868 12056 12077
598	2218 5669 7069 5601 2205
599	2419 2647 10038 6840 11910
600	3851 43 19 5294 3859 1294 1349 4288
601	8877 3388 4492 5661 7848 8632
602	8568 1306 1541 7916 7985 8754
603	3767 5729 6771 9390 11405
604	1349 1612 4577 8299 1043
605	6637 6636 1023 7766 2858
606	2097 5614 970 4208 6011 7820 9438 11143
607	4184 8242 8249 8263 9776
608	744 1023 56 696 705 3667
609	8868 10649 7668 9003 2620
610	1907 2164 2368 9780 4572
611	5769 1244 9422 687 9892 7019
612	6101 274 9131 3405 2727 8645 10600 2635
613	7915 10812 10942 10690 3202
614	6243 7408 7623 8244 10063
615	5667 7212 7571 8671 6520
616	1381 1389 1392 1587 10392 6485 11571 7608 7907 11010
617	9591 8726 10812 10563 10697 10699 10163 6388 5150 8031 11351 11051 11698 11197 11564 7027 11613
618	1476 4667 7493 6684 748
619	257 1107 5836 5969 7897
620	9457 9458 9586 9467 10282 10199 10669 916 10692 8557 10567 10388 3713 3714 1491 8806 9084 9086 3703 10807 3701 10751 10814 10479 10815 10691 11782 11898 11763
621	9252 10563 11052 3144 7836
622	11814 771 2578 7849 4491 5285 6026 10068
623	3596 3846 6732 7803 9955 10153 10681 5518 8249 11137 11531 7649 7652
624	3218 3623 11294 4184 998 8582 1363
625	3798 5437 6622 6535 6100 4940 3767 6755 2796 10383 5589 11852 10920
626	10765 882 1212 1933 5196 10537 11069
627	1244 2986 4762 5276 8032 9345 11826
628	9586 9583 10710 10758 10668 10751 10752 11800 11882
629	2948 8757 7016 1903 4929
630	4771 10838 4711 5798 2255
631	9099 9121 5950 7265 5522
632	1901 3540 7084 5343 3208 5625
633	4326 6137 5769 7856 4333 9494 9732 10385 9777 10389 4525
634	11225 12053 12064 12065 11685
635	5474 1622 8729 9458 8726 9457 10528 3700 10529 10703 3855 11050 11698 11801 11802 11618 7025
636	52 347 4015 5529 9765 10840
637	7305 657 4555 6371 848 7171 10093 11304 2647 3784
638	1233 2161 1901 6810 7199
639	6324 10608 10204 11377 2200 5824 6607
640	5039 7224 2298 4324 10324 11135 9462
641	3487 5633 5636 4036 4698 4857 5645
642	5199 4520 5191 8074 8248 10000
643	6388 10710 11183 5150 8291 11881 11882 12015
644	3026 11151 8761 10198 10659 11150
645	172 9265 8153 10729 10762 10904 11053 11730 11625
646	11424 11979 11935 12042 12043 12044
647	10506 10724 5097 8089 11490 12097
648	932 5180 5468 7865 11543
649	10852 10923 10876 10453 10131
650	2549 4153 5191 9685 10526 10884 11325 8542 11398
651	1933 2084 3182 4366 3409
652	9591 7994 10301 10689 10916 11518 11699 11383 4015 4995 665 11829
653	6915 6924 7014 7893 8613 2647 7650 7651 8941
654	11884 12056 12065 12064 12058 12078 12079
655	11661 11561 11650 11938 11657 11873 11839 11971 11227
656	4649 1210 5248 2754 6101
657	10570 10199 10751 10843 12055
658	5426 2237 3386 6697 7016 2647 6952
659	1254 8536 8678 9241 10961 11321 361 1412 2250 2772 10362
660	267 91 2788 9009 7531
661	2309 2419 6296 6848 8558 9581 9882 10815 11052 9603 8062 10387 11699 11901 11843 11949 12007 11857
662	1197 2536 3137 3658 5106 5157 10840
663	8102 3446 3947 8392 8703 2512 6983 7651 9814 10166 10983 1604 9496
664	11493 5226 9387 552 2424 8349
665	1855 10131 2195 7224 5762 11322
666	4039 7294 10375 11730 11734 1458 11625 11726
667	3670 1181 129 183 2309 1449 43 3766 3767 191 687 2067 4675 4678 3849 8729 3479 7044 10386 10163
668	1206 3464 4735 10491 11131
669	3181 7957 3888 9591 9466 10776 10751 11159
670	525 6049 8968 9834 189 2149 5577 5640 7488 8150 10596 10662
671	8729 8685 10758 10812 10813 10566 10814 10815 10895 10163 11710
672	10852 11650 11791 11938 11304 11685 11704 11873 11839 11948 11971 11975 12019 12024 12053 12056 12064 11790 12078 12079
673	11657 11304 11227 11685 12053 12064 12065 11790 12058 11616 12078 11934
674	2054 9497 5807 6850 9582 9587
675	7450 2377 7474 9218 13
676	4865 6351 8041 5 610
677	7790 148 1137 4772 10401
678	3641 4459 527 10959 8957 3746 11603
679	1152 3143 4139 4749 7785
680	10392 6003 6722 8029 9086
681	5062 8166 2428 6892 7294 9737 7074 9555 750 7497
682	11261 12016 12017 9816 12018 12020
683	3512 1855 259 5343 7324
684	4576 5301 9685 11595 7781
685	2606 3141 4219 4393 4672 4922 8949 11131 267 1677 6959
686	2419 592 831 2267 2900 5145 8835 5787 5793 267 5789 6072 5790 2823 9784 3541
687	4184 7365 7582 10262 10961
688	4428 6432 5688 8625 11137 11549 7988 9120 9524 7043
689	661 960 4563 6079 4373 9235 1436 446 866 3172
690	10607 10024 1011 2177 4752 11274
691	4024 1261 1306 5762 3461 706 2962 7446 7543 9003 9884 1793 10389 9101 5782 9265 10813 7360 11705 11760 11879 7025 11902 11930
692	149 4872 4870 4871 7699 9122
693	172 5442 7186 5527 4698 4857 6395 1425 1370 4550 6365 2042 1054 5039 5800 3283 4241 2395 3080 3371 673 1305 6364 6874 915 330 745 133 1502 8884 8889 5516 3234 7383 5261 6565 9164 2757 9074 6801 3157 4462 9931 5154 9086 1925 8055
694	8554 8675 10703 4483 10752 11159 11663 11197 11881 11882 12033 11985 11565 11566
695	8334 88 2359 2921 2974 8154 7777
696	6236 7414 8135 9118 9835 9856
697	2589 6111 2348 463 8708 4245 3905
698	2920 3862 2901 771 732 3619 10245
699	1337 2718 9455 2697 9159 9995 10557
700	8687 7994 4566 3714 10772 10704 10773 10752 10751 10373 6234 11771 11766 11800 11767 11768 11759 11765 11772 11901 11817 11197 11652
701	8896 2940 3869 4972 6505 10435 10456
702	1458 2757 2914 7177 3575
703	1258 4075 6995 2849 3482 5528 9587 10578
704	8288 4029 113 5415 536 1244 3207 10838 2683 10528 4055 9602
705	9034 4070 8614 9016 10110
706	5539 2111 6140 11766 11713
707	8631 9038 11020 8632 8650 11290 8250 11019
708	3209 7531 8823 9368 10631 10651
709	6471 8059 8858 6485 6808 1903
710	1382 1386 2823 635 3745 3900 6533 166
711	1756 2371 2372 2788 3275 6236 8123 8135 8506 8642 8807 8850 9199 9365 10656
712	7531 7776 10155 10631 10926 10110 10642 9368
713	797 8890 6086 266 8569 1034 3624 240 5441 10136 6716 7639 11380
714	265 1448 4608 5537 1077 6850 7215
715	1576 2598 1334 2723 4999 7651 4948 8369
716	6632 5295 4457 5387 133
717	4597 810 3894 4705 5441 5547
718	1077 143 7547 6569 3413
719	1696 1862 319 334 2185 3770 6409 7316 8935 9118 10162 10414 10422 10487 10579 11179
720	7776 8620 8227 11248 3209 10143 10496
721	2715 831 434 3731 4041
722	1327 4071 5545 5409 944 2879 5007 4540 9598
723	721 2773 7682 7852 8511
724	57 1348 2160 4903 10122 10337 11203
725	4579 6919 8217 711 11000
726	6248 43 5396 7047 7177
727	6480 4386 6457 6471 6771 7316 7609 7615 8070 8352
728	8743 8074 2276 3267 3571 7981 9641
729	6459 6475 8060 9703 10840
730	1738 3529 5050 7689 9633
731	3259 6329 3554 11440 11814 6854
732	3562 2026 7057 8812 10185
733	201 7017 1314 7034 267 2986 4002 6359 1985 9882
734	9083 3700 10815 10983 8031
735	7852 8817 8818 9636 10608 7445
736	3855 8181 6337 9529 11522 323 345 9853 11386 10950
737	4045 6876 8655 8793 9458 10308 743 7689
738	2002 4616 5215 10915 10949
739	1978 4303 5808 6950 7042 2386
740	11754 6430 7682 7848 9199 10125 11139
741	6070 7771 11401 4523 4671 7186 2721 7350 2645 11738
742	1495 6263 2774 2224 2521
743	5181 9317 7379 8086 3904 8331 9187 2523 9368 10608 1320
744	11864 12014 11562 11656 11737
745	10317 10318 10319 10733 1125
746	6087 1410 1806 7010 259
747	767 4164 7292 8166 1674 2958 8789
748	3878 7294 6726 7957 7074 10299 11352 11340 11663 10441 11652 11830
749	11873 11304 12057 11678 12058 11661 12076
750	11987 11918 11995 11880 12034 11832 11957 12073 11603 12052 11688 12012 12051 12099
751	7614 9359 6613 8631 9131 1547
752	303 4784 5475 781 495
753	10272 4154 8087 7231 11612 11831
754	7523 7725 10083 10578 11021
755	5266 7829 5437 8844 4068 4613 9203
756	11402 10598 11897 11709 12015 12082
757	2216 2681 4499 4623 9382
758	882 8636 7303 7304 4583 7507 8083 8298 10889 9103 9438 6059 1241 1934 5295 7412 9966 11371 4802
759	11685 11938 1247 11971 11839 12019 12053
760	950 2991 1161 2801 4012 3391 3856 2480
761	6434 4796 8426 10957 186 3317 7432 2283 7081 10286 10288
762	123 3999 7147 7418 6282 5821 7632 8135 11227 10438
763	259 839 4772 2065 2806 6733
764	2850 5035 6532 7042 10615 11227
765	7378 2410 871 874 1372 3199 1520 970
766	5022 8192 11040 8195 1351
767	542 7114 5569 7650 6726
768	11850 8024 11844 11845 11846 11867
769	60 972 3044 5249 8006
770	2299 2309 2663 2419 3817 4678 4650 2060 8554 9582 9586 8176 8230 5140 8116 9884 4355 6333
771	4664 6380 6698 6905 7281 8619
772	7957 7911 9724 5782 3121
773	5097 4070 9711 9908 9766
774	840 1915 11324 10087 868
775	1426 4293 7331 10191 9138
776	2652 6081 6096 6343 7214
777	3906 7822 9876 8743 8857 9844 2496 9923
778	1466 3842 261 4945 149
779	19 791 1177 2278 5906
780	1533 1167 2647 6407 6618
781	7531 8123 8135 8968 9617 9848 9856 10162
782	4279 9946 10199 10334 9815
783	2721 50 687 7294 8242 9743 5710 4825 7074 10383
784	12012 10441 11424 11812 12011 11394 11742 11996 12001 12029 12030 12035 11642 11718 12027 11957
785	446 733 5584 7418 9946
786	678 4081 4597 2419 3311 93 1249 7764 3079 3913
787	10401 10596 9365 8650 8823 10517 3908 9368
788	2304 6441 2504 5093 8 5764 6888 4388 11289 8043
789	2026 9473 267 340 9633
790	267 11042 11120 7378 10744
791	6262 7867 6271 6747 6270 6748
792	3657 3877 6112 6869 10401 9088 10568 10810 10814 10691 11777 11810 11824
793	3925 1520 10245 1698 6605 6611
794	991 8765 9444 9445 9446
795	5149 19 3141 5521 116 4503 7850 4216
796	4101 4520 5430 7423 8242 8361 4857 5527 6996 7650
797	2872 3354 3970 3458 6237 5562 762 4368
798	9963 6512 7291 2422 6126 7249 9058 2962 5761 5763 750 3767 7398
799	4816 9042 6715 8101 8631 10350 10507 8935
800	2239 7239 1901 3445 4992 5142 6411 1153 3378 8122
801	2239 760 6411 6044 5717 6414 730 3331 6064 11198
802	6820 8689 7441 2292 1853 9661 9950 4474 10953
803	1204 1281 4216 5595 11887
804	8893 4142 4589 7290 7807 3004
805	5342 1513 9238 446 6952
806	9251 9349 726 2616 10537 10775 11050 11051 10894 10557 11602 11795 11930 11711
807	5094 8016 8582 9258 10743
808	1982 5293 8558 9584 8726 9582 9585 8557 11602
809	6726 10752 10567 10751 11362
810	9953 453 2974 2976 3303 6352 8835
811	8770 1715 1856 4443 6409 6613 8366 8736 4208 7477 8720
812	88 174 2667 2063 6139 6140 303 719
813	749 3555 4311 3824 3823 5954 1507 2240 1770
814	2647 3357 5034 5134 5177 5985 7569 7650 7651 7893 8477 8489 9561 9750
815	568 5895 2835 4499 5107
816	11873 12053 12064 12065 11227 11657 11685
817	7787 3481 6264 8813 3293 2345 7596 5089 5288 1789 378
818	2251 1981 2078 2079 3491 9478 1980
819	6992 9777 10117 2142 4543 11209
820	2237 10685 10949 11571 3137 5798 6996 11372
821	10248 6191 2552 7752 525
822	3616 4464 7013 9581 9588
823	2392 604 783 1079 2516 3445
824	2310 6268 5191 9229 3673 8119
825	9555 11974 2817 11365 7976 11443 11650
826	8556 8004 9455 8726 4438 10697 9250 2616 10569 10695 2661 10690 11762 11784 11780 11175
827	2502 5437 7043 3065 1336
828	5577 8026 8720 8721 8135
829	5160 5830 7038 11084 7443
830	10925 7194 10099 10655 4751 8279 9472 9622 6499 9416 11863
831	5301 10191 9070 3438 9679 10760 2924 5226 8632 8876 4019 9261 5855 7614 6251 9766 9923 8912 8922 10520 3212 8967 9425 11126 7477 2431 880 9888 10795 10899 8189 10941 11408 11264 11924 11966 11275 6840 10271
832	9213 13 166 186 1727 5956 7471 9722
833	2676 2721 4184 4995 8082 9703 2089 2380 4022 7449 7468 10180 6873
834	7550 571 8475 8479 8509
835	520 2526 6026 3071 3493 7415 8533 4995
836	1760 311 2029 9270 5293
837	4081 5166 2659 7129 8615
838	271 9624 8060 9070 9423 9428 10425 10962 11548
839	1685 8729 8726 9591 10560 3714 4483 8555 10690 10698 10703 11049 11159 8291 1290 11514 11776 11652 11201 11709 11883 11986
840	672 2297 437 10087 7752
841	6471 7478 8632 9849 10162 9621
842	6759 11313 9625 1293 3079 3221
843	8421 8797 9268 2417 11885
844	4594 7745 5983 10608 10404
845	2020 1582 638 7353 8228
846	1630 8373 9340 9636 10769
847	6579 1477 1621 3274 4092 6499
848	7079 9458 9587 7681 9082 10815 5090 5091
849	5293 5510 3701 8675 7773
850	4386 6470 6615 6808 7614
851	3683 1728 5145 1753 2949
852	5415 5140 2373 545 6069
853	189 191 208 1161 4676
854	3440 7071 7365 7634 10719
855	6862 6863 8625 7829 8334 5778 11156 2170 2866
856	9204 10724 2712 5885 8967 9766 10187
857	2214 7603 995 1183 11306 11544 11858 8559 9045
858	2390 3889 8123 8381 8869 9368 7554 9624
859	11345 11632 8777 5808 11202 5521 6512 7203 11024
860	9933 3997 607 10872 8136 11114
861	4364 6310 6509 2318 8269 441 9984 149 330 906 2434 7120 7773 9980 267 2153 8102 8530 9320
862	8794 4482 5927 4434 5174 8803 2148 7976 3201 10989 4340 6159 10763 122 9099 7919
863	724 3540 1895 11712 11193 6199
864	6458 6479 8420 8935 497
865	6434 7985 1117 4947 6320 6908 10010
866	2168 3601 7720 3173 5842
867	7417 8516 10245 4112 6725
868	8809 5562 7790 11557 8234
869	6669 6836 9255 3398 9508
870	2736 2314 6452 7201 2377 5545 3650 9471 10161
871	4815 2366 2592 3221 5832 9705 714 4502 5054 5140 5809 436
872	7045 10608 8633 11446 10034 10151
873	3925 4177 6682 7750 7785
874	3590 10009 583 63 158 9471 2318 6191 10866 6324
875	5415 6259 687 190 6237 11287 1306 3290 5343 8645
876	5993 6434 1857 7781 8582
877	1412 1411 2268 2297 4528 6411
878	390 2046 5093 4520 5193
879	1905 5674 2099 3068 5989 10336
880	11375 9099 10278 10608 8815 7976 10283 11532 11371 4464 7285 8980 10995 4734 11318 8818
881	10673 3129 3209 1999 1846
882	3559 1261 1542 2601 6433 7910 9458 7839 10558 3701 10691 4484 11159 10894 11651 7025
883	543 4540 200 5206 8044 180 2638
884	5002 11070 8970 28 9598
885	7318 766 8226 8409 9626
886	2774 2780 4618 8714 9275 9721
887	605 9132 9133 9134 9135 9136 9183
888	1321 688 3580 5361 6328 11213 7446
889	4285 839 2362 3111 5343 6726 56 3447 8929 8930 5150
890	1809 9456 2617 11799 9271 11652 11883 11763 12082
891	1651 8107 6236 7531 9828
892	436 737 2920 6310 8559
893	311 1466 6293 2636 5585 558 5268
894	4711 7070 7382 7663 8147
895	5199 5986 3835 8517 9034 9669 1520 3904
896	4525 5132 5527 9126 9746
897	11641 11645 11870 11633 11640 11644
898	1277 5292 10564 10570 10752 10843 10810 5089 10710 1838 11175 11780 11899 11930 8211
899	4047 3389 3251 6702 9736 6916 7294 4046 1386 3332 11221
900	8640 6322 4915 1340 2715 5717 10256
901	6259 3714 10570 10691 10557 11602 11876 11730
902	6432 7763 3312 7811 121
903	10135 10852 10854 11102 11162
904	1099 6407 7752 11346 11657 11873 11982
905	6726 176 1164 2027 2647 3757 54 5461
906	1934 1335 2492 6627 3173 5907 1608 4390 5504 2587 616 4895 542 5906 2395 5809 2014
907	1978 2127 7837 6433 1257 5270 8064 10150 6666
908	7121 9119 11060 10511 5898 6902 8480 11144
909	9457 8555 8559 10389 10384 10600 10815 10387 11768 11652 11986
910	621 2180 2256 3614 4545 6471 7900
911	8077 10643 10320 10489 11150
912	5183 5950 7976 8815 9636 11108
913	5177 497 3101 3098 3099 868 9183
914	5189 945 2158 2049 2772 6822 228
915	10441 11424 11812 11888 11927 10799 11738 11788 11394 11603 11982 12011 11989 11742 11259 11918 11996 11999 12001 12009 12035 12046 12063 12074
916	3593 7106 9483 10978 11692 8551 11272
917	5899 37 1338 3662 4992 8329 7121 10166 10767 11138 7444
918	1774 3459 4338 1988 8550 717
919	2027 446 7553 2844 1320 8043 838 10356
920	552 4270 4040 4678 6296 1227 9583 9594 9592 9591 4119 7681 10527 10706 10692 10560 10564 10701 3713 10569 10702 10772 10774 10807 10812 10811 10942 3855 8813 10880 5151 6140 11618 7469 10664 11852 11711 11619 11622
921	7752 11033 662 4392 11600 10255
922	793 860 3932 7051 5428 8201 413 165 545 1474 7675 9956 9958 129 1901 3428 5972 11594
923	11259 11958 12050 12074 12096 11677 12031 12069 11995 12099 12084
924	1651 2748 11221 4007 7820 11988
925	906 1147 1933 2396 2886 5424
926	8736 10415 9180 10000 10075 10425 11247 537 1576 9901 11311
927	776 1144 5156 6906 8402 9280 10025
928	5124 5923 178 3156 3594 6882
929	584 5454 8968 10131 6427
930	3389 7056 3801 11385 4048 3507 8829 11221 2111
931	10125 9083 6387 8109 10137 3299 2647 10392 556 7000 8729 11750
932	531 2390 6434 111 6239 8420 5097 5362 110 267 2587 878 2519 3838 896 2247 6979
933	1677 4839 6959 5627 11379
934	638 1857 2746 4766 11381 860 3853 8118
935	9182 6877 7531 9508 7976
936	11275 4600 4974 9475 9476 11065 737 1936 7995 8228 9555
937	8430 1431 8640 2858 7749
938	3879 5345 7060 7077 9890 1161 4044 10608
939	1581 3518 5165 5756 6276 8661 11447
940	1853 4118 4646 7170 9633
941	1915 3131 3658 5199 7111
942	4747 4778 8666 4646 4647
943	391 8144 8684 9606 8039
944	7636 2269 4464 6101 7285
945	9210 9217 8341 9208 9200
946	5527 6058 7695 7788 9285 9636 9762 10852 10991 11102 11163
